t,cmd_v,cmd_w,slew_v,slew_w,cmd_left_rpm,cmd_right_rpm,fb_left_rpm,fb_right_rpm,left_counts,right_counts,x,y,theta_deg,odom_v,odom_w,odom_v_raw,odom_w_raw,axis1_state,axis2_state
22.015617298000052,-0.3,0.0,-0.3,0.0,-34.72471485641352,-34.72471485641352,-34.7,-34.7,729780,886719,2.4135251295617706,2.8495047480593803,132.32273403433857,-0.3172561104469244,-0.006720717610107489,-0.3204031984337165,-0.0058498427264981724,operation_enabled,operation_enabled
22.035748509000086,-0.3,0.0,-0.3,0.0,-34.72471485641352,-34.72471485641352,-34.7,-34.7,729273,886207,2.4156957453535592,2.8471209969440063,132.3185183502906,-0.25638875924655136,-0.005532957702459993,-0.16014676152040166,-0.0036549001876075723,operation_enabled,operation_enabled
22.05590178300008,0.0,0.0,-0.2838773808000042,0.0,-32.85853700821888,-32.85853700821888,-34.7,-34.7,728261,885182,2.4200342156539945,2.8423552593966512,132.3075575717659,-0.280966577204053,-0.007067931119622637,-0.3197858898214485,-0.009492337266794118,operation_enabled,operation_enabled
22.07601481000006,0.0,0.0,-0.26778695920002066,0.0,-30.996086001622537,-30.996086001622537,-34.6,-34.6,727250,884163,2.424357043236864,2.837605230960474,132.30081247728916,-0.2958190572962758,-0.0065975519590045955,-0.3193246750618527,-0.005853127278026893,operation_enabled,operation_enabled
22.096135214000014,0.0,0.0,-0.2516906360000576,0.0,-29.13295189043789,-29.13295189043789,-34.1,-34.1,726251,883153,2.4286344946975755,2.8329037427294876,132.29153797238362,-0.303598373775546,-0.0071581767045596914,-0.315905449434215,-0.00804509924821174,operation_enabled,operation_enabled
22.116269371000044,0.0,0.0,-0.23558331040003397,0.0,-27.26854426190379,-27.26854426190379,-33.25,-33.25,725261,882154,2.432868678261727,2.828248435627703,132.28394974109727,-0.3070655292353934,-0.006933329201197965,-0.31254691025275555,-0.00657785773445776,operation_enabled,operation_enabled
22.136373204000165,0.0,0.0,-0.2195002439999371,0.0,-25.406944612703363,-25.406944612703363,-32.1,-32.1,724303,881187,2.436966021869734,2.8237423795283383,132.27636150981095,-0.30547101094575246,-0.006799567847450613,-0.3029463633559594,-0.006587779571618571,operation_enabled,operation_enabled
22.156489494000198,0.0,0.0,-0.20340721199991094,0.0,-23.54419145478321,-23.54419145478321,-30.75,-30.75,723381,880255,2.440911635934444,2.819401969194599,132.26793014171503,-0.30009647228006864,-0.006999252129346683,-0.29159207713085655,-0.0073152223258537265,operation_enabled,operation_enabled
22.17660250400013,0.0,0.0,-0.18731680399996548,0.0,-21.681742022378337,-21.681742022378337,-30.0,-30.0,722930,879799,2.4428416453477975,2.8172783731232056,132.26371445766705,-0.23914150641305273,-0.005705580810305947,-0.14267375619798073,-0.003658207640777933,operation_enabled,operation_enabled
22.196715423000114,0.0,0.0,-0.17122646879997772,0.0,-19.819301016499374,-19.819301016499374,-28.45,-28.45,722075,878933,2.446503294661081,2.8132484945824907,132.25443995276152,-0.251368675324672,-0.006612612348140005,-0.27071956489276733,-0.008048093222762367,operation_enabled,operation_enabled
22.216873968000073,0.0,0.0,-0.155099632800011,0.0,-17.95263507771608,-17.95263507771608,-26.8,-26.8,721276,878126,2.4499197408994235,2.809487421386581,132.24769485828477,-0.251635899479102,-0.006313003262889472,-0.2520578549832435,-0.0058399109150740714,operation_enabled,operation_enabled
22.237000769000133,0.0,0.0,-0.1389981919999627,0.0,-16.088908609185747,-16.088908609185747,-25.0,-25.0,720522,877364,2.4531443120224985,2.8059367385361567,132.24094976380803,-0.24647303079789754,-0.006133310218281471,-0.23830783781819292,-0.005849121625285398,operation_enabled,operation_enabled
22.257122823000145,0.0,0.0,-0.12290054879995292,0.0,-14.225621709250337,-14.225621709250337,-23.15,-23.15,719812,876650,2.456172902285239,2.802601265063397,132.23757721656963,-0.23772971109324875,-0.00489078922876779,-0.22389869215227207,-0.0029252507466981615,operation_enabled,operation_enabled
22.277241687000014,0.0,0.0,-0.10680545760005766,0.0,-12.362630200902556,-12.362630200902556,-21.3,-21.3,719154,875982,2.4589927443314004,2.7994950491424917,132.2291458484737,-0.22641868730146833,-0.005829348395321739,-0.20852299152159123,-0.007314286419081356,operation_enabled,operation_enabled
22.2974088750002,0.0,0.0,-0.09067170719990822,0.0,-10.4951639268701,-10.4951639268701,-20.3,-20.3,718832,875660,2.460362149376395,2.797986348792027,132.2291458484737,-0.17778778490262842,-0.003568469790492631,-0.101030941026098,0.0,operation_enabled,operation_enabled
22.317537148000156,0.0,0.0,-0.0745690887999444,0.0,-8.631301152268827,-8.631301152268827,-18.3,-18.3,718243,875065,2.4628796908548867,2.7952124779989425,132.22408702761618,-0.18100992486814935,-0.0038853708700109643,-0.18610543905208113,-0.004386520405061625,operation_enabled,operation_enabled
22.337681655000097,0.0,0.0,-0.058453483199991704,0.0,-6.765935121612901,-6.765935121612901,-16.35,-16.35,717722,874536,2.465112054468545,2.792752311942025,132.2173419331394,-0.1747698967367765,-0.004644482944260446,-0.16490982597760248,-0.005843980544056774,operation_enabled,operation_enabled
22.357800590000124,0.0,0.0,-0.04235833519996954,0.0,-4.902937038704421,-4.902937038704421,-14.25,-14.25,717256,874070,2.4670934143944576,2.790568505057645,132.2173419331394,-0.16384611507611369,-0.0028457882791694455,-0.14656315403917322,0.0,operation_enabled,operation_enabled
22.377927309000142,0.0,0.0,-0.02625695999995509,0.0,-3.0392181633156543,-3.0392181633156543,-12.25,-12.25,716874,873677,2.468740857481219,2.7887524378810786,132.20806742823387,-0.14756917868860148,-0.0048588537291225,-0.12182673269467094,-0.00804257500159867,operation_enabled,operation_enabled
